YYMMDDHHMI,STN,WD,WS,GST,PA,PS,PT,PR,TA,TD,HM,PV,RN,SD,WC,WP,WW,CA,CH,CT,VS,SS,SI,ST,TS,TE,WH,BF,IR,IX
202603302000,181,9,0.6,-9,1006.1,1010.1,-9,-9.0,12.5,8.7,78.0,11.2,-9.0,-9.0,-9,-9,-,4,12,-9,945,-9.0,-9.00,-9,11.9,-99.0,-9.0,-9,1,-9
202603302100,181,9,2.0,-9,1006.1,1010.1,6,-0.7,12.1,9.2,83.0,11.6,-9.0,-9.0,-9,-9,-,1,18,-9,642,-9.0,-9.00,-9,11.5,-99.0,-9.0,-9,1,-9
202603302200,181,2,1.9,-9,1006.2,1010.2,-9,-9.0,11.0,9.7,92.0,12.0,-9.0,-9.0,-9,-9,-,1,15,-9,369,-9.0,-9.00,-9,11.3,-99.0,-9.0,-9,1,-9
202603302300,181,5,4.4,-9,1005.8,1009.9,-9,-9.0,10.5,9.5,94.0,11.9,-9.0,-9.0,-9,-9,-,8,15,-9,253,-9.0,-9.00,-9,10.9,-99.0,-9.0,-9,1,-9
202603310000,181,5,3.8,-9,1004.3,1008.3,8,-1.8,10.4,9.3,93.0,11.7,-9.0,-9.0,-9,-9,-,1,17,-9,329,-9.0,-9.00,-9,10.7,-99.0,-9.0,-9,1,-9
202603310100,181,5,4.9,-9,1002.7,1006.7,-9,-9.0,10.5,9.4,93.0,11.8,-9.0,-9.0,-9,-9,-,2,17,-9,340,-9.0,-9.00,-9,10.5,-99.0,-9.0,-9,1,-9
202603310200,181,2,5.7,-9,1002.0,1006.0,-9,-9.0,10.5,9.4,93.0,11.8,-9.0,-9.0,-9,-9,-,3,4,-9,327,-9.0,-9.00,-9,10.5,-99.0,-9.0,-9,1,-9
202603310300,181,2,5.2,-9,1002.3,1006.3,5,-2.0,10.4,9.3,93.0,11.7,-9.0,-9.0,-9,-9,-,7,3,-9,410,-9.0,-9.00,-9,10.4,-99.0,-9.0,-9,1,-9
202603310400,181,5,3.0,-9,1002.2,1006.2,-9,-9.0,10.2,9.2,94.0,11.6,-9.0,-9.0,-9,-9,-,5,18,-9,445,-9.0,-9.00,-9,10.3,-99.0,-9.0,-9,1,-9
202603310500,181,2,4.4,-9,1003.1,1007.1,-9,-9.0,10.4,9.1,92.0,11.6,-9.0,-9.0,-9,-9,-,7,4,-9,708,-9.0,-9.00,-9,10.2,-99.0,-9.0,-9,1,-9
202603310600,181,5,2.7,-9,1003.5,1007.5,3,1.2,10.2,8.6,90.0,11.2,-9.0,-9.0,-9,-9,-,7,21,-9,1109,-9.0,-9.00,-9,9.8,-99.0,-9.0,-9,1,-9
202603310700,181,5,3.9,-9,1004.7,1008.7,-9,-9.0,10.6,8.5,87.0,11.1,-9.0,-9.0,-9,-9,-,2,5,-9,1280,0.0,0.02,-9,9.9,-99.0,-9.0,-9,3,-9
202603310800,181,5,2.9,-9,1005.0,1009.0,-9,-9.0,10.9,8.9,88.0,11.4,-9.0,-9.0,-9,-9,-,5,4,-9,1043,0.0,0.21,-9,10.7,-99.0,-9.0,-9,3,-9
202603310900,181,5,3.6,-9,1005.7,1009.7,2,2.2,12.0,9.1,83.0,11.6,-9.0,-9.0,-9,-9,-,0,-9,-9,1628,0.1,0.75,-9,12.7,-99.0,-9.0,-9,3,-9
202603311000,181,5,3.2,-9,1006.3,1010.3,-9,-9.0,13.1,8.5,74.0,11.1,-9.0,-9.0,-9,-9,-,4,6,-9,3249,0.7,1.72,-9,15.4,-99.0,-9.0,-9,3,-9
202603311100,181,5,3.8,-9,1006.4,1010.4,-9,-9.0,14.4,8.3,67.0,10.9,-9.0,-9.0,-9,-9,-,2,9,-9,4913,0.5,1.81,-9,17.0,-99.0,-9.0,-9,3,-9
202603311200,181,2,2.1,-9,1006.4,1010.4,1,0.7,15.9,8.1,60.0,10.8,-9.0,-9.0,-9,-9,-,7,11,-9,5000,0.2,1.75,-9,19.4,-99.0,-9.0,-9,3,-9
202603311300,181,5,3.5,-9,1006.7,1010.7,-9,-9.0,15.5,8.0,61.0,10.7,-9.0,-9.0,-9,-9,-,7,12,-9,5000,0.0,1.53,-9,18.0,-99.0,-9.0,-9,3,-9
202603311400,181,7,3.0,-9,1006.3,1010.3,-9,-9.0,16.1,7.8,58.0,10.6,-9.0,-9.0,-9,-9,-,8,13,-9,5000,0.1,1.76,-9,18.8,-99.0,-9.0,-9,3,-9
202603311500,181,9,2.9,-9,1006.4,1010.4,4,0.0,16.7,7.3,54.0,10.2,-9.0,-9.0,-9,-9,-,8,14,-9,5000,0.0,1.30,-9,18.4,-99.0,-9.0,-9,3,-9
202603311600,181,5,3.1,-9,1006.4,1010.4,-9,-9.0,16.9,6.9,52.0,9.9,-9.0,-9.0,-9,-9,-,7,16,-9,5000,0.1,1.15,-9,17.7,-99.0,-9.0,-9,3,-9
202603311700,181,5,3.4,-9,1006.7,1010.7,-9,-9.0,16.6,7.7,56.0,10.5,-9.0,-9.0,-9,-9,-,6,18,-9,5000,0.1,0.80,-9,16.5,-99.0,-9.0,-9,3,-9
202603311800,181,5,2.5,-9,1007.6,1011.6,2,1.2,16.3,8.2,59.0,10.9,-9.0,-9.0,-9,-9,-,6,19,-9,5000,0.1,0.44,-9,15.5,-99.0,-9.0,-9,3,-9
202603311900,181,7,1.8,-9,1007.7,1011.7,-9,-9.0,15.2,7.7,61.0,10.5,-9.0,-9.0,-9,-9,-,4,20,-9,5000,0.0,0.09,-9,13.8,-99.0,-9.0,-9,3,-9
202603312000,181,11,1.0,-9,1008.6,1012.6,-9,-9.0,14.9,7.6,62.0,10.4,-9.0,-9.0,-9,-9,-,6,21,-9,5000,-9.0,-9.00,-9,13.1,-99.0,-9.0,-9,3,-9
202603312100,181,16,2.6,-9,1009.0,1013.0,2,1.4,14.3,7.5,64.0,10.4,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,12.1,-99.0,-9.0,-9,3,-9
202603312200,181,14,1.3,-9,1009.2,1013.2,-9,-9.0,13.6,7.3,66.0,10.2,-9.0,-9.0,-9,-9,-,3,76,-9,5000,-9.0,-9.00,-9,11.3,-99.0,-9.0,-9,3,-9
202603312300,181,0,0.1,-9,1009.1,1013.2,-9,-9.0,11.1,7.5,79.0,10.4,-9.0,-9.0,-9,-9,-,0,-9,-9,5000,-9.0,-9.00,-9,10.7,-99.0,-9.0,-9,3,-9
202604010000,181,20,0.8,-9,1009.3,1013.4,2,0.4,10.3,7.7,84.0,10.5,-9.0,-9.0,-9,-9,-,1,19,-9,-9,-9.0,-9.00,-9,10.4,-99.0,-9.0,-9,3,2
202604010100,181,0,0.4,-9,1009.8,1013.9,-9,-9.0,9.7,7.8,88.0,10.6,-9.0,-9.0,-9,-9,-,8,18,-9,4026,-9.0,-9.00,-9,10.5,-99.0,-9.0,-9,3,-9
202604010200,181,0,0.0,-9,1009.8,1013.9,-9,-9.0,10.2,8.1,87.0,10.8,-9.0,-9.0,-9,-9,-,6,17,-9,3471,-9.0,-9.00,-9,10.3,-99.0,-9.0,-9,3,-9
202604010300,181,29,0.5,-9,1009.8,1013.9,1,0.5,9.9,8.3,90.0,10.9,-9.0,-9.0,-9,-9,-,8,17,-9,2757,-9.0,-9.00,-9,10.1,-99.0,-9.0,-9,3,-9
202604010400,181,0,0.0,-9,1009.5,1013.6,-9,-9.0,9.5,7.9,90.0,10.6,-9.0,-9.0,-9,-9,-,6,16,-9,2582,-9.0,-9.00,-9,9.9,-99.0,-9.0,-9,3,-9
202604010500,181,0,0.0,-9,1009.5,1013.6,-9,-9.0,9.8,8.3,91.0,10.9,-9.0,-9.0,-9,-9,-,6,9,-9,2378,-9.0,-9.00,-9,10.1,-99.0,-9.0,-9,3,-9
202604010600,181,0,0.0,-9,1009.8,1013.9,4,0.0,9.8,8.2,90.0,10.9,-9.0,-9.0,-9,-9,-,7,8,-9,2486,-9.0,-9.00,-9,10.1,-99.0,-9.0,-9,3,-9
202604010700,181,0,0.0,-9,1010.0,1014.1,-9,-9.0,10.6,8.6,88.0,11.2,-9.0,-9.0,-9,-9,-,7,8,-9,1526,0.0,0.03,-9,10.3,-99.0,-9.0,-9,3,-9
202604010800,181,0,0.0,-9,1010.2,1014.3,-9,-9.0,11.2,8.9,86.0,11.4,-9.0,-9.0,-9,-9,-,5,9,-9,1110,0.0,0.21,-9,11.0,-99.0,-9.0,-9,3,-9
202604010900,181,25,0.9,-9,1010.0,1014.0,0,0.1,12.4,8.8,79.0,11.3,-9.0,-9.0,-9,-9,-,8,10,-9,935,0.0,0.59,-9,12.6,-99.0,-9.0,-9,3,-9
202604011000,181,32,1.3,-9,1009.5,1013.5,-9,-9.0,14.3,8.2,67.0,10.9,-9.0,-9.0,-9,-9,-,7,11,-9,1692,0.3,1.29,-9,15.1,-99.0,-9.0,-9,3,-9
202604011100,181,25,2.3,-9,1009.6,1013.6,-9,-9.0,15.1,7.8,62.0,10.6,-9.0,-9.0,-9,-9,-,8,11,-9,2424,0.3,1.68,-9,17.1,-99.0,-9.0,-9,3,-9
202604011200,181,27,2.2,-9,1009.6,1013.6,5,-0.4,16.0,7.7,58.0,10.5,-9.0,-9.0,-9,-9,-,9,12,-9,2219,0.1,1.92,-9,18.4,-99.0,-9.0,-9,3,-9
202604011300,181,20,2.8,-9,1008.9,1012.9,-9,-9.0,16.2,8.6,61.0,11.2,-9.0,-9.0,-9,-9,-,5,13,-9,2307,0.0,1.23,-9,17.5,-99.0,-9.0,-9,3,-9
202604011400,181,25,2.6,-9,1008.3,1012.3,-9,-9.0,16.4,8.3,59.0,10.9,-9.0,-9.0,-9,-9,-,0,-9,-9,2350,0.0,1.06,-9,17.1,-99.0,-9.0,-9,3,-9
202604011500,181,32,3.4,-9,1008.0,1012.0,7,-1.6,13.8,9.6,76.0,11.9,-9.0,-9.0,-9,-9,-,8,10,-9,619,0.0,0.60,-9,15.3,-99.0,-9.0,-9,1,-9
202604011600,181,32,4.0,-9,1007.7,1011.7,-9,-9.0,13.8,9.2,74.0,11.6,-9.0,-9.0,-9,-9,-,1,11,-9,1156,0.0,0.67,-9,15.2,-99.0,-9.0,-9,1,-9
202604011700,181,34,1.8,-9,1007.9,1011.9,-9,-9.0,13.3,9.5,78.0,11.9,-9.0,-9.0,-9,-9,-,4,15,-9,739,0.0,0.28,-9,14.4,-99.0,-9.0,-9,1,-9
202604011800,181,29,1.4,-9,1008.0,1012.0,4,0.0,13.4,8.4,72.0,11.0,-9.0,-9.0,-9,-9,-,6,25,-9,966,0.0,0.29,-9,13.9,-99.0,-9.0,-9,3,-9
202604011900,181,36,1.7,-9,1008.3,1012.3,-9,-9.0,12.3,5.4,63.0,9.0,-9.0,-9.0,-9,-9,-,6,23,-9,2022,0.0,0.12,-9,12.7,-99.0,-9.0,-9,3,-9
202604012000,181,5,2.1,-9,1008.9,1013.0,-9,-9.0,10.7,3.9,63.0,8.1,-9.0,-9.0,-9,-9,-,6,23,-9,3372,-9.0,-9.00,-9,11.7,-99.0,-9.0,-9,3,-9
202604012100,181,32,2.7,-9,1009.8,1013.9,2,1.9,10.0,0.3,51.0,6.2,-9.0,-9.0,-9,-9,-,7,29,-9,4255,-9.0,-9.00,-9,10.3,-99.0,-9.0,-9,3,-9
202604012200,181,29,1.2,-9,1010.2,1014.3,-9,-9.0,9.2,-0.4,51.0,5.9,-9.0,-9.0,-9,-9,-,4,23,-9,3263,-9.0,-9.00,-9,9.4,-99.0,-9.0,-9,3,-9
202604012300,181,14,0.7,-9,1010.5,1014.6,-9,-9.0,7.3,-0.4,58.0,5.9,-9.0,-9.0,-9,-9,-,1,74,-9,2287,-9.0,-9.00,-9,8.5,-99.0,-9.0,-9,3,-9
202604020000,181,20,2.3,-9,1010.3,1014.4,0,0.5,6.7,0.0,62.0,6.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1942,-9.0,-9.00,-9,7.7,-99.0,-9.0,-9,3,-9
202604020100,181,29,0.5,-9,1010.2,1014.3,-9,-9.0,5.5,0.0,68.0,6.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1627,-9.0,-9.00,-9,7.0,-99.0,-9.0,-9,3,-9
202604020200,181,0,0.0,-9,1010.3,1014.5,-9,-9.0,3.7,0.2,78.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,1576,-9.0,-9.00,-9,6.5,-99.0,-9.0,-9,3,-9
202604020300,181,18,1.4,-9,1010.4,1014.6,3,0.2,4.1,-0.1,74.0,6.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1590,-9.0,-9.00,-9,6.0,-99.0,-9.0,-9,3,-9
202604020400,181,0,0.2,-9,1010.5,1014.7,-9,-9.0,3.3,0.5,82.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,1279,-9.0,-9.00,-9,5.5,-99.0,-9.0,-9,3,-9
202604020500,181,20,1.9,-9,1010.7,1014.9,-9,-9.0,3.6,0.4,80.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,1272,-9.0,-9.00,-9,5.2,-99.0,-9.0,-9,3,-9
202604020600,181,23,1.0,-9,1011.3,1015.5,2,0.9,2.3,0.8,90.0,6.5,-9.0,-9.0,-9,-9,-,0,-9,-9,814,-9.0,-9.00,-9,4.8,-99.0,-9.0,-9,3,-9
202604020700,181,0,0.0,-9,1012.2,1016.4,-9,-9.0,2.4,0.7,89.0,6.4,-9.0,-9.0,-9,-9,-,0,-9,-9,775,0.3,0.07,-9,4.9,-99.0,-9.0,-9,3,-9
202604020800,181,20,2.2,-9,1012.7,1016.8,-9,-9.0,6.6,2.0,73.0,7.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1038,1.0,0.65,-9,7.1,-99.0,-9.0,-9,3,-9
202604020900,181,25,2.9,-9,1013.0,1017.1,2,1.6,8.3,1.8,64.0,7.0,-9.0,-9.0,-9,-9,-,0,-9,-9,1264,1.0,1.41,-9,10.8,-99.0,-9.0,-9,3,-9
202604021000,181,23,2.6,-9,1012.9,1017.0,-9,-9.0,10.7,1.7,54.0,6.9,-9.0,-9.0,-9,-9,-,0,-9,-9,1454,1.0,2.12,-9,14.5,-99.0,-9.0,-9,3,-9
202604021100,181,23,3.4,-9,1013.2,1017.2,-9,-9.0,13.0,2.5,49.0,7.3,-9.0,-9.0,-9,-9,-,0,-9,-9,1756,1.0,2.76,-9,17.4,-99.0,-9.0,-9,3,-9
202604021200,181,25,1.8,-9,1012.2,1016.2,8,-0.9,14.9,3.9,48.0,8.1,-9.0,-9.0,-9,-9,-,0,-9,-9,1631,1.0,3.13,-9,20.5,-99.0,-9.0,-9,3,-9
202604021300,181,9,1.2,-9,1011.4,1015.4,-9,-9.0,16.0,0.9,36.0,6.5,-9.0,-9.0,-9,-9,-,0,-9,-9,1812,1.0,3.22,-9,22.6,-99.0,-9.0,-9,3,-9
202604021400,181,34,4.5,-9,1010.4,1014.4,-9,-9.0,17.9,0.5,31.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,3331,1.0,3.28,-9,21.7,-99.0,-9.0,-9,3,-9
202604021500,181,32,3.9,-9,1010.0,1014.0,7,-2.2,18.1,-0.2,29.0,6.0,-9.0,-9.0,-9,-9,-,0,-9,-9,3383,1.0,2.85,-9,20.9,-99.0,-9.0,-9,3,-9
202604021600,181,32,3.7,-9,1009.3,1013.2,-9,-9.0,18.5,0.5,30.0,6.3,-9.0,-9.0,-9,-9,-,0,-9,-9,3288,1.0,2.28,-9,19.3,-99.0,-9.0,-9,3,-9
202604021700,181,34,4.8,-9,1009.6,1013.6,-9,-9.0,17.5,-1.2,28.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,4285,1.0,1.57,-9,16.7,-99.0,-9.0,-9,3,-9
202604021800,181,32,4.0,-9,1010.4,1014.4,3,0.4,16.2,0.7,35.0,6.4,-9.0,-9.0,-9,-9,-,0,-9,-9,3737,1.0,0.81,-9,13.9,-99.0,-9.0,-9,3,-9
202604021900,181,27,2.9,-9,1011.1,1015.1,-9,-9.0,15.0,-2.9,29.0,4.9,-9.0,-9.0,-9,-9,-,0,-9,-9,3753,0.5,0.16,-9,12.1,-99.0,-9.0,-9,3,-9
202604022000,181,29,1.7,-9,1012.2,1016.2,-9,-9.0,12.7,-1.2,38.0,5.6,-9.0,-9.0,-9,-9,-,0,-9,-9,3485,-9.0,-9.00,-9,10.7,-99.0,-9.0,-9,3,-9
202604022100,181,20,2.2,-9,1013.1,1017.2,2,2.8,10.4,0.1,49.0,6.2,-9.0,-9.0,-9,-9,-,0,-9,-9,3411,-9.0,-9.00,-9,9.6,-99.0,-9.0,-9,3,-9
202604022200,181,18,3.1,-9,1013.8,1017.9,-9,-9.0,10.1,1.7,56.0,6.9,-9.0,-9.0,-9,-9,-,0,-9,-9,1684,-9.0,-9.00,-9,8.9,-99.0,-9.0,-9,3,-9
202604022300,181,18,1.2,-9,1013.8,1017.9,-9,-9.0,7.9,1.9,66.0,7.0,-9.0,-9.0,-9,-9,-,0,-9,-9,1472,-9.0,-9.00,-9,8.3,-99.0,-9.0,-9,3,-9
202604030000,181,20,2.3,-9,1014.0,1018.1,2,0.9,7.7,1.7,66.0,6.9,-9.0,-9.0,-9,-9,-,0,-9,-9,1197,-9.0,-9.00,-9,7.8,-99.0,-9.0,-9,3,-9
202604030100,181,23,1.8,-9,1014.0,1018.1,-9,-9.0,6.8,1.7,70.0,6.9,-9.0,-9.0,-9,-9,-,0,-9,-9,917,-9.0,-9.00,-9,7.4,-99.0,-9.0,-9,3,-9
202604030200,181,23,1.7,-9,1014.2,1018.4,-9,-9.0,6.3,2.7,78.0,7.4,-9.0,-9.0,-9,-9,-,0,-9,-9,627,-9.0,-9.00,-9,7.1,-99.0,-9.0,-9,3,-9
202604030300,181,23,2.6,-9,1014.2,1018.4,1,0.3,5.9,4.0,88.0,8.1,-9.0,-9.0,-9,-9,-,0,-9,-9,307,-9.0,-9.00,-9,6.9,-99.0,-9.0,-9,3,-9
202604030400,181,23,2.0,-9,1014.0,1018.2,-9,-9.0,6.3,5.2,93.0,8.8,-9.0,-9.0,-9,-9,-,6,1,-9,214,-9.0,-9.00,-9,7.1,-99.0,-9.0,-9,3,-9
202604030500,181,20,1.0,-9,1013.5,1017.7,-9,-9.0,6.1,4.8,92.0,8.6,-9.0,-9.0,-9,-9,-,7,1,-9,197,-9.0,-9.00,-9,7.4,-99.0,-9.0,-9,3,-9
202604030600,181,18,1.0,-9,1013.3,1017.5,7,-0.9,5.9,5.0,94.0,8.7,-9.0,-9.0,-9,-9,-,6,1,-9,166,-9.0,-9.00,-9,7.2,-99.0,-9.0,-9,3,-9
202604030700,181,18,1.3,-9,1013.3,1017.5,-9,-9.0,5.7,5.1,96.0,8.8,-9.0,-9.0,-9,-9,-,7,-9,-9,86,0.0,0.06,-9,7.3,-99.0,-9.0,-9,3,-9
202604030800,181,0,0.2,-9,1013.5,1017.6,-9,-9.0,7.1,5.7,91.0,9.2,-9.0,-9.0,-9,-9,-,1,-9,-9,206,0.0,0.42,-9,8.8,-99.0,-9.0,-9,3,-9
202604030900,181,0,0.3,-9,1013.2,1017.3,8,-0.2,9.5,6.3,81.0,9.5,-9.0,-9.0,-9,-9,-,1,2,-9,317,0.8,1.17,-9,12.1,-99.0,-9.0,-9,3,-9
202604031000,181,27,0.8,-9,1013.1,1017.2,-9,-9.0,11.2,5.5,68.0,9.0,-9.0,-9.0,-9,-9,-,0,-9,-9,464,1.0,1.92,-9,16.0,-99.0,-9.0,-9,3,-9
202604031100,181,7,1.5,-9,1012.3,1016.3,-9,-9.0,14.8,6.8,59.0,9.9,-9.0,-9.0,-9,-9,-,0,-9,-9,600,1.0,2.39,-9,19.8,-99.0,-9.0,-9,3,-9
202604031200,181,29,2.1,-9,1011.2,1015.2,7,-2.1,17.6,6.4,48.0,9.6,-9.0,-9.0,-9,-9,-,0,-9,-9,917,1.0,3.01,-9,22.5,-99.0,-9.0,-9,3,-9
202604031300,181,29,2.5,-9,1009.8,1013.7,-9,-9.0,18.7,5.8,43.0,9.2,-9.0,-9.0,-9,-9,-,0,-9,-9,1163,0.8,2.60,-9,21.5,-99.0,-9.0,-9,3,-9
202604031400,181,27,1.9,-9,1008.9,1012.8,-9,-9.0,20.1,6.4,41.0,9.6,-9.0,-9.0,-9,-9,-,1,-9,-9,1371,0.3,2.06,-9,21.3,-99.0,-9.0,-9,3,-9
202604031500,181,32,2.4,-9,1007.4,1011.3,7,-3.9,20.8,4.7,35.0,8.5,-9.0,-9.0,-9,-9,-,4,76,-9,1960,0.8,2.12,-9,21.5,-99.0,-9.0,-9,3,-9
202604031600,181,27,2.3,-9,1006.7,1010.6,-9,-9.0,21.2,3.8,32.0,8.0,-9.0,-9.0,-9,-9,-,3,56,-9,2423,0.7,1.73,-9,20.1,-99.0,-9.0,-9,3,-9
202604031700,181,25,1.8,-9,1006.1,1010.0,-9,-9.0,21.1,4.1,33.0,8.2,-9.0,-9.0,-9,-9,-,5,50,-9,2596,0.2,1.03,-9,18.6,-99.0,-9.0,-9,3,-9
202604031800,181,27,2.7,-9,1005.8,1009.7,7,-1.6,19.9,4.3,36.0,8.3,-9.0,-9.0,-9,-9,-,5,49,-9,2341,0.0,0.40,-9,16.5,-99.0,-9.0,-9,3,-9
202604031900,181,25,2.7,-9,1005.6,1009.5,-9,-9.0,18.5,4.9,41.0,8.7,-9.0,-9.0,-9,-9,-,5,41,-9,1945,0.0,0.06,-9,14.9,-99.0,-9.0,-9,3,-9
202604032000,181,23,2.8,-9,1005.7,1009.6,-9,-9.0,17.9,4.4,41.0,8.4,-9.0,-9.0,-9,-9,-,8,40,-9,2123,-9.0,-9.00,-9,14.0,-99.0,-9.0,-9,3,-9
202604032100,181,23,3.0,-9,1006.6,1010.6,3,0.9,16.7,4.0,43.0,8.1,-9.0,-9.0,-9,-9,-,7,20,-9,2075,-9.0,-9.00,-9,13.3,-99.0,-9.0,-9,3,-9
202604032200,181,25,2.4,-9,1006.3,1010.3,-9,-9.0,15.9,4.8,48.0,8.6,-9.0,-9.0,-9,-9,-,8,25,-9,1496,-9.0,-9.00,-9,12.9,-99.0,-9.0,-9,3,-9
202604032300,181,18,3.9,2219,1005.8,1009.8,-9,-9.0,15.1,4.4,49.0,8.4,-9.0,-9.0,-9,-9,-,0,-9,-9,4822,-9.0,-9.00,-9,12.3,-99.0,-9.0,-9,1,-9
202604040000,181,16,1.0,2219,1005.2,1009.2,7,-1.4,12.6,7.0,69.0,10.0,-9.0,-9.0,-9,-9,-,3,12,-9,2323,-9.0,-9.00,-9,12.1,-99.0,-9.0,-9,1,-9
202604040100,181,18,1.9,-9,1004.5,1008.5,-9,-9.0,11.9,7.2,73.0,10.2,-9.0,-9.0,-9,-9,-,9,17,-9,2211,-9.0,-9.00,-9,11.9,-99.0,-9.0,-9,1,-9
202604040200,181,14,1.3,-9,1003.2,1007.2,-9,-9.0,10.2,8.4,89.0,11.0,-9.0,-9.0,-9,-9,-,9,14,-9,714,-9.0,-9.00,-9,11.6,-99.0,-9.0,-9,1,-9
202604040300,181,14,0.9,2219,1002.0,1006.0,7,-3.2,9.9,8.6,92.0,11.2,-9.0,-9.0,-9,-9,-,6,11,-9,249,-9.0,-9.00,-9,11.3,-99.0,-9.0,-9,1,-9
202604040400,181,5,2.8,-9,1000.4,1004.4,-9,-9.0,9.5,8.7,95.0,11.2,-9.0,-9.0,-9,-9,-,6,16,-9,445,-9.0,-9.00,-9,11.0,-99.0,-9.0,-9,1,-9
202604040500,181,5,2.5,-9,998.8,1002.8,-9,-9.0,9.4,8.7,96.0,11.2,-9.0,-9.0,-9,-9,-,4,17,-9,254,-9.0,-9.00,-9,10.8,-99.0,-9.0,-9,1,-9
202604040600,181,7,2.8,-9,997.9,1001.9,7,-4.1,9.5,8.8,96.0,11.3,-9.0,-9.0,-9,-9,-,2,18,-9,331,-9.0,-9.00,-9,10.6,-99.0,-9.0,-9,1,-9
202604040700,181,5,4.2,-9,996.7,1000.7,-9,-9.0,9.7,9.0,96.0,11.5,-9.0,-9.0,-9,-9,-,2,1,-9,510,0.0,0.00,-9,10.6,-99.0,-9.0,-9,1,-9
202604040800,181,7,3.7,-9,996.4,1000.4,-9,-9.0,9.8,9.0,95.0,11.5,-9.0,-9.0,-9,-9,-,1,16,-9,582,0.0,0.05,-9,10.6,-99.0,-9.0,-9,1,-9
202604040900,181,5,2.1,-9,996.0,1000.0,7,-1.9,10.1,9.4,96.0,11.8,-9.0,-9.0,-9,-9,-,2,2,-9,472,0.0,0.16,-9,11.2,-99.0,-9.0,-9,1,-9
202604041000,181,2,4.3,-9,995.4,999.4,-9,-9.0,11.1,10.1,94.0,12.4,-9.0,-9.0,-9,-9,-,1,2,-9,872,0.0,0.57,-9,12.5,-99.0,-9.0,-9,1,-9
202604041100,181,36,4.3,-9,995.3,999.3,-9,-9.0,12.0,10.5,91.0,12.7,-9.0,-9.0,-9,-9,-,5,2,-9,2230,0.0,0.71,-9,13.5,-99.0,-9.0,-9,1,-9
202604041200,181,5,3.1,-9,995.6,999.6,5,-0.4,14.2,11.1,82.0,13.2,-9.0,-9.0,-9,-9,-,6,4,-9,4714,0.2,1.40,-9,17.1,-99.0,-9.0,-9,3,-9
202604041300,181,36,2.6,-9,995.5,999.4,-9,-9.0,15.2,10.7,75.0,12.9,-9.0,-9.0,-9,-9,-,7,6,-9,5000,0.1,1.55,-9,17.9,-99.0,-9.0,-9,3,-9
202604041400,181,32,2.8,-9,995.4,999.3,-9,-9.0,15.6,10.5,72.0,12.7,-9.0,-9.0,-9,-9,-,6,6,-9,4972,0.1,0.94,-9,16.7,-99.0,-9.0,-9,3,-9
202604041500,181,29,3.0,-9,995.6,999.5,5,-0.1,15.7,10.0,69.0,12.3,-9.0,-9.0,-9,-9,-,3,9,-9,2189,0.0,0.92,-9,16.8,-99.0,-9.0,-9,3,-9
202604041600,181,29,4.4,-9,996.4,1000.3,-9,-9.0,15.7,9.1,65.0,11.6,-9.0,-9.0,-9,-9,-,6,9,-9,2773,0.0,0.88,-9,16.0,-99.0,-9.0,-9,3,-9
202604041700,181,27,4.5,-9,997.1,1001.0,-9,-9.0,15.5,8.2,62.0,10.9,-9.0,-9.0,-9,-9,-,5,11,-9,3275,0.6,1.23,-9,15.9,-99.0,-9.0,-9,3,-9
202604041800,181,29,3.1,-9,997.6,1001.6,2,2.1,14.2,8.5,69.0,11.1,-9.0,-9.0,-9,-9,-,8,10,-9,2785,0.0,0.46,-9,14.8,-99.0,-9.0,-9,3,-9
202604041900,181,32,2.6,-9,998.3,1002.3,-9,-9.0,11.6,8.2,80.0,10.9,-9.0,-9.0,-9,-9,-,2,9,-9,2549,0.5,0.21,-9,13.0,-99.0,-9.0,-9,3,-9
202604042000,181,34,1.9,-9,999.7,1003.7,-9,-9.0,10.7,7.7,82.0,10.5,-9.0,-9.0,-9,-9,-,7,7,-9,2525,-9.0,-9.00,-9,12.6,-99.0,-9.0,-9,3,-9
202604042100,181,0,0.3,-9,1001.1,1005.1,2,3.5,10.6,7.8,83.0,10.6,-9.0,-9.0,-9,-9,-,9,5,-9,2169,-9.0,-9.00,-9,12.2,-99.0,-9.0,-9,3,-9
202604042200,181,25,3.6,-9,1002.8,1006.9,-9,-9.0,9.9,6.7,81.0,9.8,-9.0,-9.0,-9,-9,-,9,4,-9,3437,-9.0,-9.00,-9,11.4,-99.0,-9.0,-9,3,-9
202604042300,181,25,4.6,-9,1003.9,1008.0,-9,-9.0,9.2,6.2,82.0,9.5,-9.0,-9.0,-9,-9,-,9,4,-9,2422,-9.0,-9.00,-9,10.8,-99.0,-9.0,-9,3,-9
